102:0.961104,49:0.956506,33:0.948586,66:0.935234,45:0.869866,9:0.834420,28:0.831723,14:0.707339,41:0.700491,118:0.514644
48:0.956182,62:0.909079,77:0.810407,44:0.739461,105:0.575936,40:0.379540,23:0.363986,53:0.289757,13:0.271769,31:0.217784
56:0.989282,68:0.774375,11:0.767401,39:0.729673,96:0.571408,53:0.511468,40:0.365097,93:0.210175,14:0.163274,62:0.144080
113:0.726566,70:0.630314,83:0.260857,78:0.193721,11:0.153692,61:0.147291,36:0.141443,52:0.118635,88:0.027009,30:0.023490
98:0.959745,63:0.810222,144:0.753548,4:0.748081,10:0.680440,90:0.648836,29:0.405201,81:0.366618,89:0.315610,147:0.196530
102:0.963163,9:0.951835,33:0.864291,0:0.859332,3:0.811676,41:0.770286,49:0.688341,66:0.608667,95:0.273850,13:0.218378
111:0.996386,98:0.983319,55:0.396432,75:0.180966,144:0.179324,59:0.158421,27:0.129610,2:0.071565,31:0.059293,81:0.050723
106:0.997272,12:0.988201,48:0.968476,53:0.855394,43:0.748108,13:0.726107,20:0.696337,93:0.691696,44:0.683023,88:0.587098
2:0.677630,40:0.628243,65:0.623178,24:0.443233,48:0.392949,98:0.299106,29:0.282695,90:0.192792,111:0.119429,106:0.077397
7:0.934325,119:0.891847,1:0.878284,59:0.868522,53:0.620679,23:0.464151,40:0.419816,24:0.326820,14:0.291842,48:0.261596
66:0.980042,49:0.976840,45:0.943052,118:0.888705,41:0.867125,102:0.812982,115:0.802011,9:0.546319,3:0.538097,17:0.453966
19:0.993641,87:0.485433,91:0.069105,41:0.067845,115:0.018230,102:0.010780,83:0.006874,16:0.005919,81:0.005667,3:0.004941
104:0.538357,30:0.371621,88:0.302692,17:0.189405,91:0.116883,5:0.104179,61:0.098389,93:0.086568,11:0.043037,106:0.041336
64:0.920348,11:0.677192,17:0.549700,8:0.510590,26:0.353197,113:0.335480,88:0.225922,21:0.207882,37:0.133470,72:0.126556
21:0.996598,72:0.904128,17:0.818883,8:0.724466,82:0.228062,41:0.101804,101:0.061324,84:0.051620,100:0.032389,102:0.024212
15:0.954645,51:0.935625,59:0.682602,114:0.526833,90:0.406492,2:0.391196,42:0.287688,143:0.101794,48:0.099164,103:0.043947
8:0.905001,14:0.896479,48:0.872781,40:0.872094,62:0.838556,13:0.650962,18:0.647596,119:0.568033,117:0.427526,11:0.251678
62:0.915251,31:0.818740,7:0.789634,48:0.661234,39:0.600543,68:0.507443,18:0.408809,119:0.398596,1:0.372089,32:0.260951
66:0.987491,9:0.986121,45:0.953525,3:0.931356,33:0.921898,46:0.908687,16:0.904557,115:0.823787,84:0.720032,19:0.713346
114:0.954505,15:0.808935,59:0.456679,57:0.404786,30:0.119094,23:0.099959,151:0.079602,48:0.039987,20:0.039724,106:0.022400
57:0.835628,30:0.805149,20:0.774352,93:0.753233,106:0.721667,80:0.718476,5:0.586407,88:0.536216,8:0.369750,85:0.303562
48:0.922207,53:0.759229,13:0.611294,144:0.584490,30:0.516113,106:0.473429,12:0.460566,23:0.439788,31:0.386038,98:0.266006
33:0.995547,9:0.982830,41:0.976990,66:0.965384,115:0.951483,102:0.862582,19:0.764970,3:0.758059,0:0.713068,118:0.704865
94:0.996240,118:0.952394,16:0.795015,9:0.786474,41:0.572070,3:0.513846,22:0.494373,45:0.492207,66:0.300017,91:0.135360
4:0.452437,2:0.254081,31:0.201152,103:0.175341,63:0.081890,98:0.071090,52:0.058233,24:0.051239,90:0.045341,27:0.019970
12:0.994621,13:0.978019,53:0.969669,106:0.968408,24:0.968245,62:0.916815,44:0.914383,30:0.890492,40:0.818474,39:0.750184
33:0.986980,45:0.865168,66:0.810196,122:0.729566,41:0.563127,102:0.528081,3:0.523881,13:0.299039,0:0.270529,9:0.173577
107:0.979098,12:0.944435,60:0.880216,44:0.821400,69:0.602334,30:0.452969,48:0.442821,53:0.285451,24:0.089287,89:0.063320
38:0.940590,90:0.903540,2:0.570379,103:0.097391,67:0.058464,4:0.058106,118:0.050329,27:0.027669,33:0.009429,48:0.008581
73:0.979658,98:0.575038,56:0.534886,11:0.390964,150:0.214398,61:0.191094,90:0.190818,68:0.175290,103:0.165749,88:0.137642
48:0.826114,119:0.652654,44:0.531797,98:0.457580,24:0.437330,32:0.389969,23:0.328805,39:0.246327,30:0.214871,106:0.187689
16:0.466517,125:0.397110,154:0.274067,41:0.273374,53:0.230828,45:0.128833,22:0.093019,66:0.091817,9:0.091064,98:0.063981
75:0.998129,98:0.850610,29:0.652277,111:0.481324,27:0.102188,59:0.055558,15:0.035514,143:0.014857,42:0.013266,114:0.008461
25:0.988005,68:0.903483,52:0.845722,98:0.740547,40:0.555273,48:0.552731,73:0.547269,62:0.429482,39:0.411808,44:0.340224
76:0.979487,20:0.971850,8:0.718857,42:0.656657,93:0.305864,13:0.180018,116:0.162255,61:0.150394,151:0.143676,85:0.088354
2:0.555924,48:0.172994,28:0.070356,18:0.061466,33:0.029871,29:0.027898,12:0.021737,49:0.019394,102:0.012767,13:0.012259
32:0.876174,114:0.779110,15:0.599520,38:0.579010,29:0.281792,42:0.257203,152:0.247737,1:0.173120,75:0.109003,111:0.062532
50:0.807849,12:0.344567,53:0.321725,77:0.116424,16:0.077363,119:0.074864,30:0.039617,107:0.029677,48:0.022225,32:0.019943
57:0.559889,8:0.543576,88:0.444656,30:0.434372,52:0.298654,106:0.292484,20:0.208984,53:0.207406,42:0.191488,116:0.170480
24:0.971927,40:0.920428,44:0.548168,48:0.485769,32:0.382366,23:0.318689,39:0.221445,100:0.206389,31:0.176833,106:0.145893
81:0.933662,27:0.931006,4:0.729405,90:0.653576,31:0.422873,2:0.329352,10:0.300063,52:0.279824,144:0.197877,73:0.147319
36:0.875668,11:0.721282,26:0.499458,8:0.460957,52:0.412001,70:0.303469,88:0.283526,86:0.235372,20:0.132968,77:0.086238
108:0.950662,31:0.670720,71:0.402682,1:0.252197,67:0.146624,135:0.139863,44:0.028761,98:0.022657,89:0.020476,152:0.019384
33:0.989869,41:0.948320,115:0.859495,16:0.840063,19:0.817378,3:0.661033,45:0.625982,9:0.616806,91:0.541112,118:0.523999
98:0.934490,38:0.762687,29:0.696343,1:0.441179,65:0.362551,6:0.350932,111:0.234612,27:0.069126,71:0.067674,108:0.061223
119:0.761276,56:0.756321,112:0.738005,40:0.556395,52:0.495890,39:0.345240,11:0.242995,44:0.200409,98:0.174642,89:0.154209
50:0.913881,12:0.912612,30:0.740252,48:0.470710,107:0.360397,24:0.240809,77:0.166677,106:0.116578,29:0.047302,31:0.036447
26:0.585539,113:0.355224,44:0.322603,74:0.257199,52:0.235312,8:0.218545,64:0.168139,61:0.149727,78:0.116666,11:0.054921
65:0.642882,108:0.115693,67:0.086843,107:0.038248,98:0.016994,135:0.015540,111:0.009142,1:0.008324,29:0.007338,152:0.005116
21:0.994528,37:0.990170,101:0.982131,36:0.106513,17:0.075020,41:0.053003,100:0.051723,91:0.040286,82:0.017528,96:0.007597
52:0.966719,98:0.923609,27:0.479904,44:0.388101,29:0.221266,68:0.085788,30:0.067580,48:0.050165,106:0.048988,11:0.038935
62:0.869536,65:0.616822,40:0.584166,32:0.529888,1:0.458591,108:0.389896,31:0.176321,119:0.076589,44:0.051483,48:0.037247
55:0.999048,29:0.334534,98:0.332078,111:0.327950,59:0.087594,15:0.054743,143:0.016587,42:0.009953,114:0.006875,9:0.006314
57:0.954540,20:0.639231,8:0.087478,13:0.082556,42:0.081360,77:0.021398,85:0.011870,30:0.010418,116:0.010036,93:0.008627
24:0.859789,112:0.638300,78:0.201124,40:0.109155,44:0.105632,48:0.095254,68:0.068108,117:0.039372,100:0.018298,30:0.016679
112:0.966070,77:0.626380,40:0.566589,8:0.459191,39:0.207562,68:0.160758,119:0.159220,18:0.070066,84:0.061888,32:0.031625
98:0.608098,138:0.400445,111:0.210388,6:0.170111,154:0.134651,41:0.088956,29:0.088877,2:0.045566,125:0.034281,66:0.027737
93:0.944581,5:0.916899,13:0.896597,110:0.891632,48:0.869612,106:0.860332,102:0.835509,43:0.832253,85:0.823171,39:0.816227
63:0.860993,98:0.672623,19:0.429292,27:0.299201,92:0.186847,29:0.099076,16:0.086912,105:0.086068,111:0.060894,87:0.049022
17:0.889398,100:0.739841,84:0.723407,21:0.565507,37:0.541022,0:0.054398,102:0.034072,85:0.032102,88:0.030667,20:0.029685
9:0.955589,45:0.931256,41:0.927995,66:0.891903,33:0.840046,16:0.744900,102:0.732445,3:0.706083,91:0.624479,14:0.426652
17:0.900414,41:0.875289,66:0.804655,82:0.622498,100:0.386698,91:0.253393,9:0.219716,102:0.121953,16:0.119080,116:0.074699
80:0.771079,30:0.576982,20:0.406433,57:0.377846,96:0.297101,106:0.276769,5:0.245314,16:0.195467,100:0.165509,48:0.129256
99:0.986352,64:0.637936,109:0.576613,8:0.372405,36:0.186157,52:0.092903,11:0.039400,116:0.016063,72:0.014081,61:0.006858
19:0.990069,66:0.904338,115:0.763943,34:0.664343,3:0.434993,102:0.390781,41:0.375223,81:0.334839,16:0.257934,91:0.119251
93:0.724343,5:0.702222,20:0.654834,30:0.570806,17:0.518161,61:0.457321,91:0.431269,106:0.288925,85:0.105482,82:0.100061
98:0.708059,48:0.619681,27:0.614930,44:0.560979,65:0.418386,106:0.412900,80:0.316008,108:0.302516,1:0.259542,30:0.251493
2:0.999029,51:0.836095,10:0.784787,27:0.495895,81:0.425953,38:0.379817,63:0.356196,144:0.263759,31:0.262891,24:0.229280
66:0.968167,16:0.940871,41:0.939889,9:0.865916,100:0.830552,83:0.808094,17:0.801317,33:0.793567,96:0.748784,84:0.570271
4:0.609493,95:0.556273,81:0.368841,98:0.347929,155:0.344316,22:0.297426,29:0.260825,24:0.240702,31:0.234558,63:0.196154
80:0.979157,20:0.977841,5:0.975846,57:0.959047,43:0.945696,110:0.872438,88:0.862729,30:0.704155,106:0.525671,102:0.416827
46:0.995000,22:0.433692,45:0.379876,33:0.124928,16:0.120517,9:0.087346,3:0.068625,125:0.057355,154:0.044910,41:0.034431
102:0.943894,14:0.848194,39:0.827812,92:0.542886,84:0.462272,117:0.412476,105:0.355193,41:0.290928,22:0.204641,83:0.196358
91:0.719272,85:0.640648,16:0.612469,66:0.274779,17:0.228706,102:0.227928,11:0.192868,88:0.055192,83:0.047697,41:0.044415
6:0.829863,53:0.290321,98:0.130814,125:0.130741,16:0.078329,80:0.047507,22:0.047498,66:0.030384,61:0.008041,89:0.007931
29:0.951360,111:0.846311,27:0.792994,2:0.700150,16:0.602483,55:0.596561,4:0.399420,81:0.387831,73:0.163697,75:0.107013
86:0.977941,113:0.300588,109:0.294058,72:0.143938,21:0.139229,37:0.051630,115:0.015161,116:0.010310,19:0.008152,41:0.006489
17:0.775229,91:0.704996,82:0.674434,77:0.640648,84:0.451769,85:0.117661,37:0.063115,102:0.052656,41:0.036408,96:0.036164
72:0.996324,8:0.983103,37:0.748754,18:0.423179,5:0.392213,88:0.034811,91:0.026435,82:0.010493,11:0.010161,30:0.008571
33:0.991586,28:0.976442,66:0.957980,45:0.945505,0:0.940698,17:0.869204,9:0.863631,3:0.856208,41:0.851397,95:0.796009
47:0.145933,52:0.120279,67:0.094341,98:0.093525,29:0.059282,111:0.049919,59:0.028164,31:0.005235,27:0.004888,71:0.004425
35:0.896404,11:0.303664,8:0.278102,5:0.052113,93:0.018889,30:0.016983,88:0.015096,106:0.005475,96:0.004551,83:0.003936
24:0.928427,22:0.278476,23:0.242378,16:0.155815,29:0.095519,125:0.060882,111:0.052227,124:0.041601,42:0.037804,81:0.035356
30:0.999161,48:0.996568,12:0.926081,20:0.898631,80:0.894137,13:0.874953,89:0.870094,44:0.862597,5:0.624913,88:0.588936
50:0.962465,30:0.173633,44:0.147848,53:0.146743,12:0.116953,42:0.106979,38:0.096738,48:0.093118,31:0.062219,23:0.018589
65:0.986172,119:0.531278,32:0.088997,40:0.085566,31:0.078812,98:0.067950,1:0.061248,89:0.030171,44:0.025885,23:0.016201
86:0.451065,99:0.074296,158:0.052020,52:0.026519,61:0.020135,38:0.009631,11:0.005426,103:0.002106,19:0.001681,87:0.001570
80:0.977629,93:0.968630,3:0.876403,5:0.611909,13:0.374637,20:0.329608,102:0.303358,41:0.282979,22:0.200886,105:0.136716
29:0.994981,98:0.937327,23:0.264180,27:0.241805,55:0.180049,75:0.151428,31:0.081642,144:0.070142,59:0.042465,2:0.038557
78:0.977431,77:0.919294,68:0.584533,40:0.215554,12:0.153063,119:0.152275,39:0.092982,32:0.073070,48:0.045641,84:0.036459
26:0.899271,17:0.360224,91:0.159179,34:0.141011,72:0.134280,36:0.120557,21:0.095810,96:0.091104,83:0.072134,11:0.068791
15:0.984511,59:0.840829,42:0.825237,38:0.563076,44:0.032956,23:0.022914,143:0.012093,53:0.007654,118:0.006187,55:0.006168
66:0.967957,9:0.957463,45:0.936925,41:0.861599,33:0.813151,19:0.811959,87:0.495473,16:0.439822,118:0.252723,91:0.199318
8:0.776218,57:0.718140,61:0.174788,84:0.111571,20:0.104940,93:0.080395,42:0.053546,151:0.034827,91:0.021514,30:0.018550
14:0.985563,40:0.449211,39:0.254478,77:0.230183,9:0.104029,28:0.086282,102:0.080473,95:0.069964,83:0.056430,105:0.035441
33:0.886138,46:0.789190,66:0.785733,41:0.561147,3:0.297399,19:0.280486,45:0.272356,9:0.266246,16:0.179233,91:0.140721
53:0.873967,7:0.811210,32:0.785453,23:0.716921,40:0.617062,39:0.609142,48:0.604091,44:0.538508,59:0.262980,108:0.253057
148:0.749044,143:0.139558,24:0.134325,153:0.100499,144:0.078730,48:0.045240,30:0.040525,53:0.027507,101:0.027348,106:0.024507
143:0.718308,150:0.196042,153:0.111641,154:0.091416,141:0.074465,157:0.059788,124:0.030153,144:0.027559,23:0.012803,40:0.011350
133:0.899141,130:0.812285,45:0.369373,148:0.359140,102:0.164107,129:0.122231,153:0.106595,13:0.090004,121:0.086201,124:0.063472
8:0.253786,142:0.179892,17:0.073527,132:0.017545,36:0.006036,82:0.005170,102:0.004136,88:0.001729,150:0.001519,5:0.001408
133:0.883058,157:0.701259,145:0.440166,153:0.234399,142:0.223056,121:0.189486,105:0.167049,155:0.164250,141:0.093470,154:0.037674
154:0.972562,138:0.680127,148:0.509152,143:0.442364,147:0.398343,54:0.288041,16:0.173655,46:0.102643,94:0.085716,22:0.067079
145:0.863198,156:0.577823,153:0.342116,159:0.199126,146:0.125923,148:0.112197,142:0.098045,124:0.085141,134:0.082832,121:0.011089
122:0.468965,33:0.176970,138:0.156677,66:0.083005,45:0.048188,0:0.025642,121:0.024870,157:0.020020,124:0.015061,84:0.012406
146:0.208612,138:0.034100,143:0.017528,120:0.016833,159:0.012688,148:0.012064,140:0.011992,153:0.008542,131:0.006286,8:0.001828
143:0.526888,154:0.313616,121:0.136315,141:0.122146,158:0.121231,122:0.080766,140:0.057960,149:0.033172,153:0.029794,111:0.029566
122:0.455336,49:0.152766,76:0.059935,124:0.059534,33:0.053496,0:0.038549,102:0.035663,13:0.026684,28:0.018613,153:0.018494
152:0.673989,135:0.157745,65:0.021115,71:0.007832,1:0.006579,89:0.002731,119:0.002504,27:0.002464,18:0.002120,30:0.001709
159:0.017249,150:0.011595,52:0.005268,30:0.003962,103:0.003167,147:0.002273,68:0.001981,106:0.001490,18:0.001164,10:0.001051
124:0.889686,122:0.817781,121:0.501484,129:0.083094,153:0.046690,154:0.045609,105:0.042294,155:0.031613,22:0.020840,9:0.014216
126:0.149685,124:0.136764,153:0.115200,99:0.066888,152:0.005808,144:0.005674,151:0.003985,131:0.003030,154:0.002700,63:0.000631
65:0.229587,152:0.188468,131:0.105963,67:0.088273,108:0.053385,1:0.043066,71:0.037187,27:0.015458,89:0.010137,148:0.009451
152:0.132388,133:0.111463,154:0.079115,117:0.061990,9:0.057204,121:0.056567,14:0.039045,124:0.029667,59:0.027975,83:0.022415
148:0.929949,120:0.594720,156:0.315942,142:0.218541,153:0.127055,140:0.096387,146:0.049170,159:0.037627,122:0.017361,143:0.017234
154:0.476978,79:0.287331,125:0.135021,143:0.106438,153:0.101103,75:0.062089,98:0.061502,55:0.049900,120:0.043111,121:0.022254
150:0.906779,68:0.136801,121:0.110629,112:0.093248,157:0.054292,56:0.049645,1:0.045749,52:0.042256,40:0.026147,122:0.023333
147:0.809067,143:0.474979,149:0.399199,159:0.363366,154:0.126923,129:0.114887,138:0.085823,144:0.049405,27:0.045474,120:0.044911
144:0.315948,121:0.097058,154:0.090615,152:0.039277,124:0.030678,90:0.020640,120:0.017717,111:0.012783,40:0.009862,45:0.009860
144:0.592166,148:0.433086,153:0.397854,140:0.270428,157:0.266208,121:0.196291,124:0.140457,141:0.103993,159:0.065141,154:0.056132
154:0.821579,121:0.799288,148:0.790881,153:0.726480,125:0.620281,138:0.279993,38:0.068258,42:0.024730,59:0.022829,75:0.022425
147:0.685191,27:0.683606,98:0.640027,29:0.637369,44:0.542225,90:0.480957,155:0.390522,31:0.271187,63:0.187006,111:0.167827
126:0.858811,157:0.490097,153:0.212209,124:0.171186,141:0.058940,146:0.055388,142:0.047529,143:0.042099,121:0.039492,148:0.015410
150:0.426751,126:0.300626,148:0.236390,159:0.098839,153:0.084617,121:0.067541,120:0.028046,145:0.023917,61:0.011194,53:0.008405
140:0.897341,159:0.893759,155:0.756144,81:0.567294,125:0.390945,27:0.358952,144:0.301023,98:0.276289,31:0.192508,29:0.115936
137:0.873731,153:0.842659,120:0.756053,154:0.747473,143:0.634355,159:0.525341,142:0.427198,125:0.399287,121:0.160934,149:0.031814
2:0.957000,90:0.421393,154:0.145997,143:0.139537,140:0.118717,125:0.117770,148:0.073753,79:0.063865,10:0.060127,38:0.030183
139:0.840715,52:0.340764,121:0.306497,68:0.166415,143:0.158840,11:0.142226,144:0.114529,56:0.111714,98:0.109764,73:0.080155
42:0.538527,57:0.287183,61:0.019280,116:0.013883,20:0.011008,30:0.007283,93:0.005271,88:0.004726,106:0.004582,62:0.003763
131:0.819375,135:0.620021,65:0.255902,59:0.181378,71:0.041070,1:0.020273,124:0.006171,98:0.005855,27:0.005178,29:0.003089
148:0.893918,154:0.883620,144:0.604297,143:0.426209,138:0.384065,142:0.132741,125:0.132632,121:0.105627,157:0.089211,145:0.082452
125:0.972701,153:0.870466,148:0.771418,143:0.712127,138:0.639396,41:0.199987,79:0.157747,46:0.153529,147:0.060974,149:0.037724
147:0.832613,140:0.722500,144:0.591786,81:0.534449,27:0.189607,29:0.148109,124:0.134766,98:0.118683,63:0.104854,92:0.098778
148:0.604037,142:0.321573,121:0.308373,145:0.304221,126:0.210987,137:0.178423,153:0.169148,134:0.134242,157:0.108145,133:0.103838
150:0.858983,145:0.745828,124:0.502875,121:0.350372,144:0.310684,120:0.160848,153:0.150712,56:0.098341,122:0.078073,142:0.069663
154:0.763844,143:0.303328,153:0.148266,148:0.143395,129:0.066129,109:0.013023,38:0.007920,121:0.004443,142:0.004405,125:0.002819
147:0.663013,148:0.620901,140:0.442642,144:0.251299,120:0.152881,155:0.150711,153:0.135725,27:0.133588,29:0.116525,142:0.105689
